Temporada,Jornada,Posicion_Local,Puntos_Acumulados_Local,Local,Goles_Acumulados_Local,Visitante,Goles_Acumulados_Visitantes,Puntos_Acumulados_Visitantes,Posicion_Visitante,Resultado,Ratio_Jornada_Local,Ratio_Jornada_Visitante,Estado_Tabla_Local,Estado_Tabla_Visitante,Racha_Local,Racha_Visitante,Racha_Puntos_Local,Racha_Puntos_Visitante,Media_Goles,Media_Goles_Local,Media_Goles_Visitante,Goles_Encajados_Local_Acumulados,Goles_Encajados_Visitante_Acumulados,Goles_Marcados_Local_Acumulados,Goles_Marcados_Visitante_Acumulados,Diferencia_Posicion,Rendimiento_Casa_Local,Rendimiento_Fuera_Visitante,Forma_Reciente_Local,Forma_Reciente_Visitante,Porterias_Cero_Local_Acum,Porterias_Cero_Visitante_Acum,Diferencia_Puntos_Local,Diferencia_Puntos_Visitante,Ratio_Goles_por_partido_Visitante,Ratio_Goles_por_partido_Local,Local_Es_Favorito,Visitante_Es_Favorito,Rendimiento_Vistante,Rendimiento_Local,Local_Es_Ofensivo,Visitante_Es_Ofensivo,Local_Es_Defensivo,Visitante_Es_Defensivo
2009,28,8,45.0,39,94.0,37,95.0,60.0,3,0,1.6071428571428572,2.142857142857143,2,0,8,13,0,2,3.2,1.7142857142857142,0.8571428571428571,16,25,31,24,5,0.3146853146853147,0.44776119402985076,4.0,5.0,101,45,-15.0,15.0,3.392857142857143,3.357142857142857,0,0,1.130952380952381,0.41964285714285715,0,1,1,0
2009,28,20,18.0,38,47.0,28,51.0,24.0,17,0,0.6428571428571429,0.8571428571428571,4,3,13,10,2,2,2.25,0.5,1.75,23,17,13,16,3,0.20454545454545456,0.1935483870967742,3.0,2.0,101,45,-6.0,6.0,1.8214285714285714,1.6785714285714286,0,0,0.10714285714285714,0.08392857142857144,1,0,0,1
2009,28,4,54.0,34,121.0,5,198.0,87.0,2,1,1.9285714285714286,3.107142857142857,0,0,7,7,1,1,3.2857142857142856,1.0,2.1666666666666665,10,7,26,34,2,0.4,0.6304347826086957,5.0,7.0,101,45,-33.0,33.0,7.071428571428571,4.321428571428571,0,0,3.5357142857142856,1.0803571428571428,1,0,0,1
2009,28,14,30.0,2,49.0,34,121.0,54.0,4,1,1.0714285714285714,1.9285714285714286,3,0,13,13,2,2,2.2,0.5,0.5,13,29,16,29,10,0.7142857142857143,0.40601503759398494,1.0,3.0,101,45,-24.0,24.0,4.321428571428571,1.75,0,0,1.0803571428571428,0.125,0,0,1,0
2009,28,5,51.0,24,123.0,12,57.0,30.0,13,0,1.8214285714285714,1.0714285714285714,2,1,8,12,0,2,3.0,2.5714285714285716,1.0,14,25,39,7,-8,0.36428571428571427,0.22388059701492538,3.0,2.0,102,45,21.0,-21.0,2.0357142857142856,4.392857142857143,0,0,0.1565934065934066,0.8785714285714287,0,1,1,0
2009,29,5,39.0,4,81.0,13,89.0,48.0,3,1,1.3448275862068966,1.6551724137931034,2,0,11,8,0,0,2.142857142857143,0.6666666666666666,0.3333333333333333,17,24,33,19,2,0.3305084745762712,0.5517241379310345,2.0,5.0,102,46,-9.0,9.0,3.0689655172413794,2.793103448275862,0,0,1.0229885057471264,0.5586206896551724,0,1,1,0
2009,29,4,42.0,3,97.0,19,71.0,39.0,6,0,1.4482758620689655,1.3448275862068966,0,2,8,14,0,3,2.7857142857142856,1.2,1.4,20,24,28,11,-2,0.2937062937062937,0.2746478873239437,2.0,1.0,103,46,3.0,-3.0,2.4482758620689653,3.3448275862068964,0,0,0.4080459770114942,0.8362068965517241,1,0,1,0
2009,29,1,90.0,5,204.0,38,49.0,21.0,10,0,3.103448275862069,0.7241379310344828,0,1,7,12,1,2,3.6666666666666665,4.25,0.5,10,22,52,10,-9,0.5921052631578947,0.21212121212121213,5.0,3.0,104,46,69.0,-69.0,1.6896551724137931,7.0344827586206895,0,0,0.16896551724137931,7.0344827586206895,0,1,1,0
2009,29,2,60.0,37,95.0,36,60.0,27.0,8,0,2.0689655172413794,0.9310344827586207,0,2,7,10,1,2,1.0,0.0,0.0,7,39,28,9,-6,0.39473684210526316,0.84375,4.0,3.0,105,46,33.0,-33.0,2.0689655172413794,3.2758620689655173,0,0,0.25862068965517243,1.6379310344827587,0,0,1,0
2009,29,9,24.0,28,52.0,35,36.0,27.0,7,0,0.8275862068965517,0.9310344827586207,1,2,10,14,2,3,1.3333333333333333,1.0,0.0,29,26,12,11,2,0.1875,0.84375,1.0,1.0,106,46,-3.0,3.0,1.2413793103448276,1.793103448275862,0,0,0.17733990147783252,0.1992337164750958,0,1,0,1
2010,1,13,0.0,17,0.0,3,0.0,0.0,2,1,0.0,0.0,1,0,0,14,2,3,0.0,0.0,0.0,0,0,0,0,11,0.0,0.0,0.0,-12.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
2010,1,11,0.0,22,0.0,34,0.0,0.0,6,1,0.0,0.0,1,2,12,11,2,0,3.5,0.6666666666666666,3.0,0,0,0,0,5,0.0,0.0,-5.0,-16.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0
2010,1,3,0.0,23,0.0,37,0.0,0.0,4,1,0.0,0.0,0,0,12,12,2,2,2.4166666666666665,0.6666666666666666,2.1666666666666665,0,0,0,0,-1,0.0,0.0,-6.0,-17.0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0
2010,1,7,0.0,32,0.0,39,0.0,0.0,20,0,0.0,0.0,2,4,9,12,0,2,2.4,0.6,2.2,0,0,0,0,-13,0.0,0.0,-4.0,-13.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0
2010,1,16,0.0,12,0.0,13,0.0,0.0,15,0,0.0,0.0,3,3,9,9,0,0,2.3333333333333335,0.8,1.8,0,0,0,0,1,0.0,0.0,-8.0,-12.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0
2010,1,9,0.0,28,0.0,5,0.0,0.0,17,1,0.0,0.0,1,3,13,7,2,1,3.357142857142857,1.5,1.8333333333333333,0,0,0,0,-8,0.0,0.0,-8.0,-24.0,1,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0
2010,1,1,0.0,4,0.0,35,0.0,0.0,5,0,0.0,0.0,0,2,8,14,0,3,5.333333333333333,3.0,1.5,0,0,0,0,-4,0.0,0.0,-11.0,-9.0,2,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0
2010,1,8,0.0,30,0.0,26,0.0,0.0,10,0,0.0,0.0,2,1,7,14,1,3,3.125,2.125,1.0,0,0,0,0,-2,0.0,0.0,-25.0,-10.0,3,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0
2010,1,17,0.0,5,0.0,17,0.0,0.0,13,1,0.0,0.0,3,1,7,0,1,2,0.0,0.0,0.0,0,0,0,0,4,0.0,0.0,-26.0,0.0,3,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
2010,1,2,0.0,3,0.0,4,0.0,0.0,1,1,0.0,0.0,0,0,9,14,0,3,2.8461538461538463,1.1428571428571428,2.0,0,0,0,0,1,0.0,0.0,-13.0,-11.0,3,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0
2010,2,2,3.0,37,3.0,28,0.0,0.0,14,0,1.5,0.0,0,3,7,14,1,3,2.2,1.2857142857142858,1.4285714285714286,0,0,0,0,-12,0.0196078431372549,0.0,-16.0,-7.0,4,3,3.0,-3.0,0.0,1.5,0,0,0.0,0.75,1,0,0,0
2010,2,20,0.0,41,0.0,23,1.0,0.0,17,1,0.0,0.0,4,3,9,14,0,3,1.875,1.0,0.5,0,0,0,0,3,0.0,0.0,-6.0,-6.0,4,3,0.0,0.0,0.5,0.0,0,0,0.029411764705882353,0.0,0,1,0,0
2010,2,12,0.0,35,0.0,24,0.0,0.0,4,0,0.0,0.0,1,0,10,12,2,2,2.75,2.0,1.0,0,0,0,0,8,0.0,0.0,-8.0,-11.0,5,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0
2010,2,19,0.0,13,1.0,22,1.0,0.0,18,0,0.0,0.0,4,4,7,14,1,3,2.6666666666666665,1.5,0.5,0,0,0,0,1,0.0,0.0,-13.0,-6.0,5,3,0.0,0.0,0.5,0.5,0,0,0.027777777777777776,0.02631578947368421,0,1,0,0
2010,2,11,0.0,39,0.0,12,3.0,3.0,1,0,0.0,1.5,1,0,9,10,0,2,3.0,2.5,0.3333333333333333,0,0,0,0,10,0.0,0.022222222222222223,-13.0,-8.0,6,3,-3.0,3.0,1.5,0.0,0,0,1.5,0.0,0,1,0,0
2010,2,4,0.0,24,0.0,26,0.0,0.0,15,0,0.0,0.0,0,3,9,14,0,3,2.5714285714285716,2.0,1.0,0,1,0,0,-11,0.0,0.0,-15.0,-10.0,7,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,1,0
2010,2,10,3.0,32,1.0,30,1.0,3.0,5,1,1.5,1.5,1,2,11,7,0,1,3.4545454545454546,1.6666666666666667,1.6666666666666667,0,0,1,0,5,0.030612244897959183,0.02027027027027027,-5.0,-24.0,7,3,0.0,0.0,0.5,0.5,0,0,0.1,0.05,0,0,0,0
2010,2,1,3.0,12,3.0,2,0.0,0.0,13,0,1.5,0.0,0,1,11,14,0,3,2.2,1.5,1.5,1,0,3,0,-12,0.02,0.0,-8.0,-9.0,8,3,3.0,-3.0,0.0,1.5,0,0,0.0,1.5,0,0,0,1
2010,2,3,6.0,4,16.0,5,6.0,3.0,6,1,3.0,1.5,0,2,9,7,0,1,4.583333333333333,2.5,2.1666666666666665,0,0,4,3,-3,0.05,0.02142857142857143,-10.0,-26.0,8,3,3.0,-3.0,3.0,8.0,0,0,0.5,2.6666666666666665,0,1,0,0
2010,2,8,3.0,17,8.0,37,3.0,3.0,2,1,1.5,1.5,2,0,2,9,2,0,0.0,0.0,0.0,1,1,0,3,6,1.5,0.022058823529411766,1.5,-17.0,8,3,0.0,0.0,1.5,4.0,0,0,0.75,0.5,0,0,0,0
2010,3,17,0.0,22,2.0,39,8.0,3.0,4,1,0.0,1.0,3,0,10,10,2,2,3.8,1.0,2.6666666666666665,4,1,1,0,13,0.0,0.02127659574468085,-6.0,-13.0,8,3,-3.0,3.0,2.6666666666666665,0.6666666666666666,0,0,0.6666666666666666,0.0392156862745098,1,0,0,1
2010,3,15,0.0,28,0.0,41,3.0,0.0,20,0,0.0,0.0,3,4,12,12,2,2,2.0,1.0,1.25,3,0,0,0,-5,0.0,0.0,-8.0,-8.0,9,3,0.0,0.0,1.0,0.0,0,0,0.05,0.0,1,0,0,1
2010,3,9,3.0,23,6.0,34,4.0,3.0,12,1,1.0,1.0,1,1,10,7,2,1,2.4545454545454546,1.3333333333333333,1.5,3,1,1,4,-3,0.02830188679245283,0.022222222222222223,-5.0,-15.0,9,3,0.0,0.0,1.3333333333333333,2.0,0,0,0.1111111111111111,0.2222222222222222,1,0,0,1
2010,3,11,3.0,3,8.0,24,4.0,3.0,5,0,1.0,1.0,1,2,12,10,2,2,2.9375,1.6666666666666667,1.1111111111111112,2,2,1,0,6,0.020689655172413793,0.020689655172413793,-13.0,-15.0,10,3,0.0,0.0,1.3333333333333333,2.6666666666666665,0,0,0.26666666666666666,0.2424242424242424,0,1,0,0
2010,3,1,6.0,30,3.0,12,5.0,6.0,3,0,2.0,2.0,0,0,7,14,1,3,3.235294117647059,3.25,0.75,0,4,1,0,-2,0.03614457831325301,0.04411764705882353,-26.0,-8.0,11,3,0.0,0.0,1.6666666666666667,1.0,0,0,0.5555555555555556,1.0,0,1,1,0
2010,3,16,0.0,26,0.0,32,2.0,3.0,13,0,0.0,1.0,3,1,7,12,1,2,2.272727272727273,1.75,0.75,0,0,0,0,3,0.0,0.028846153846153848,-8.0,-5.0,11,3,-3.0,3.0,0.6666666666666666,0.0,0,0,0.05128205128205128,0.0,0,1,0,0
2010,3,14,0.0,2,0.0,22,2.0,0.0,17,1,0.0,0.0,3,3,12,14,2,3,3.0,2.0,1.0,0,4,0,1,-3,0.0,0.0,-9.0,-7.0,11,4,0.0,0.0,0.6666666666666666,0.0,0,0,0.0392156862745098,0.0,0,1,1,0
2010,3,2,6.0,5,8.0,35,4.0,3.0,8,0,2.0,1.0,0,2,8,14,0,3,3.75,3.0,0.5,2,4,0,0,-6,0.03896103896103896,0.08823529411764706,-26.0,-8.0,12,4,3.0,-3.0,1.3333333333333333,2.6666666666666665,0,0,0.16666666666666666,1.3333333333333333,0,1,1,0
2010,3,6,3.0,13,5.0,23,6.0,3.0,9,1,1.0,1.0,2,1,7,13,1,2,2.7142857142857144,1.75,1.25,1,3,4,5,-3,0.03614457831325301,0.025210084033613446,-13.0,-6.0,12,5,0.0,0.0,2.0,1.6666666666666667,0,0,0.2222222222222222,0.2777777777777778,0,1,1,0
2010,3,4,3.0,39,8.0,19,0.0,0.0,19,0,1.0,0.0,0,4,11,14,0,3,2.75,1.5,1.5,0,0,4,0,-15,0.020689655172413793,0.0,-13.0,-12.0,13,5,3.0,-3.0,0.0,2.6666666666666665,0,0,0.0,0.6666666666666666,0,0,0,0
2010,4,16,3.0,35,4.0,37,9.0,9.0,1,1,0.75,2.25,3,0,13,11,2,0,5.0,2.0,3.0,0,2,2,5,15,0.09375,0.06569343065693431,-8.0,-17.0,13,6,-6.0,6.0,2.25,1.0,0,0,2.25,0.0625,1,0,1,0
2010,4,7,6.0,3,11.0,5,9.0,9.0,3,1,1.5,2.25,2,0,9,7,0,1,3.1333333333333333,1.0,1.5714285714285714,2,1,4,5,4,0.0410958904109589,0.06382978723404255,-12.0,-26.0,13,6,-3.0,3.0,2.25,2.75,0,0,0.75,0.39285714285714285,1,0,0,1
2010,4,12,3.0,17,10.0,34,8.0,6.0,10,0,0.75,1.5,1,1,6,7,2,1,0.0,0.0,0.0,3,2,1,6,2,1.0,0.04411764705882353,1.0,-16.0,14,6,-3.0,3.0,2.0,2.5,0,0,0.2,0.20833333333333334,0,0,0,1
2010,4,17,3.0,24,4.0,32,3.0,3.0,15,0,0.75,0.75,3,3,11,10,0,2,3.272727272727273,2.25,2.25,0,3,2,1,2,0.02112676056338028,0.02857142857142857,-15.0,-5.0,15,6,0.0,0.0,0.75,1.0,0,0,0.05,0.058823529411764705,0,0,1,0
2010,4,5,6.0,4,17.0,41,3.0,0.0,20,0,1.5,0.0,2,4,12,10,2,2,2.4285714285714284,1.75,1.0,2,2,5,0,-15,0.049586776859504134,0.0,-11.0,-8.0,16,6,6.0,-6.0,0.75,4.25,0,0,0.0375,0.85,0,1,0,0
2010,4,14,3.0,28,2.0,13,5.0,3.0,11,1,0.75,0.75,3,1,9,12,0,2,2.5,1.4,1.6,3,3,2,1,3,0.022900763358778626,0.033707865168539325,-7.0,-13.0,16,7,0.0,0.0,1.25,0.5,0,0,0.11363636363636363,0.03571428571428571,1,0,0,0
2010,4,6,6.0,12,5.0,26,3.0,3.0,13,0,1.5,0.75,2,1,7,14,1,3,2.6,1.4285714285714286,1.4285714285714286,1,3,4,0,-7,0.039735099337748346,0.02040816326530612,-8.0,-10.0,17,7,3.0,-3.0,0.75,1.25,0,0,0.057692307692307696,0.20833333333333334,0,0,1,0
2010,4,19,0.0,19,0.0,2,0.0,0.0,18,1,0.0,0.0,4,4,13,14,2,3,1.75,1.0,1.5,0,1,0,0,1,0.0,0.0,-12.0,-9.0,17,8,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,1,0
2010,4,8,6.0,23,12.0,39,18.0,9.0,2,1,1.5,2.25,2,0,14,13,3,2,2.6363636363636362,1.5,1.0,5,2,2,2,6,0.056074766355140186,0.06338028169014084,-5.0,-12.0,17,8,-3.0,3.0,4.5,3.0,0,0,2.25,0.375,0,1,0,1
2010,4,1,9.0,37,9.0,3,11.0,6.0,7,0,2.25,1.5,0,2,7,13,1,2,3.0,2.0,0.8571428571428571,0,0,1,1,-6,0.05844155844155844,0.043478260869565216,-16.0,-11.0,17,8,3.0,-3.0,2.75,2.25,0,0,0.39285714285714285,2.25,0,1,0,0
2010,5,17,3.0,32,3.0,12,6.0,9.0,7,0,0.6,1.8,3,2,8,14,0,3,2.3,1.2,1.0,2,7,2,0,10,0.030303030303030304,0.06569343065693431,-6.0,-7.0,18,8,-6.0,6.0,1.2,0.6,0,0,0.17142857142857143,0.03529411764705882,0,1,1,0
2010,5,5,9.0,30,6.0,19,0.0,0.0,19,0,1.8,0.0,2,4,7,14,1,3,2.888888888888889,2.4,0.7,0,1,4,0,-14,0.05389221556886228,0.0,-27.0,-12.0,18,8,9.0,-9.0,0.0,1.2,0,0,0.0,0.24,0,1,1,0
2010,5,8,6.0,13,6.0,17,12.0,6.0,13,0,1.2,1.2,2,1,8,1,0,2,0.0,0.0,0.0,3,0,4,2,-5,0.07142857142857142,3.0,-13.0,3.0,19,8,0.0,0.0,2.4,1.2,0,0,0.1846153846153846,0.15,0,0,0,1
2010,5,11,6.0,34,8.0,4,18.0,9.0,2,0,1.2,1.8,1,0,8,13,0,2,2.8461538461538463,1.8333333333333333,0.8333333333333334,0,1,0,2,9,0.04411764705882353,0.08035714285714286,-13.0,-8.0,19,8,-3.0,3.0,3.6,1.6,0,0,1.8,0.14545454545454548,0,1,1,0
2010,5,4,12.0,39,21.0,28,2.0,3.0,15,0,2.4,0.6,0,3,7,14,1,3,3.2142857142857144,2.5,1.25,0,1,5,0,-11,0.0821917808219178,0.023809523809523808,-11.0,-7.0,20,8,9.0,-9.0,0.4,4.2,0,0,0.02666666666666667,1.05,0,1,1,0
2010,5,3,12.0,5,15.0,37,21.0,15.0,1,0,2.4,3.0,0,0,9,7,0,1,3.0,3.0,1.1666666666666667,2,2,1,7,2,0.07741935483870968,0.10869565217391304,-26.0,5.0,20,8,-3.0,3.0,4.2,3.0,0,0,4.2,1.0,0,1,0,0
2010,5,2,9.0,4,18.0,13,6.0,6.0,8,0,1.8,1.2,0,2,9,9,0,0,2.25,0.5,1.0,2,3,6,2,-6,0.07377049180327869,0.06666666666666667,3.0,-14.0,21,8,3.0,-3.0,1.2,3.6,0,0,0.15,1.8,1,0,1,0
2010,5,10,6.0,23,14.0,30,6.0,9.0,5,1,1.2,1.8,1,2,14,7,3,1,3.4545454545454546,0.25,2.0,8,1,4,2,5,0.05555555555555555,0.06040268456375839,2.0,-22.0,21,8,-3.0,3.0,1.2,2.8,0,0,0.24,0.27999999999999997,1,0,0,1
2010,5,15,3.0,28,2.0,2,2.0,3.0,16,0,0.6,0.6,3,3,12,13,2,2,1.5,0.3333333333333333,1.3333333333333333,4,1,2,2,-1,0.022727272727272728,0.06521739130434782,1.0,-8.0,22,8,0.0,0.0,0.4,0.4,0,0,0.025,0.02666666666666667,1,0,0,1
2010,5,14,6.0,3,17.0,41,3.0,0.0,20,0,1.2,0.0,3,4,12,14,2,3,3.1,2.0,0.6,5,3,5,0,-6,0.04081632653061224,0.0,2.0,-10.0,22,8,6.0,-6.0,0.6,3.4,0,0,0.03,0.24285714285714285,0,1,0,1
2010,6,15,6.0,24,6.0,12,6.0,9.0,5,1,1.0,1.5,3,2,7,14,1,3,2.9375,2.5,0.875,0,8,4,0,10,0.04195804195804196,0.06521739130434782,-15.0,2.0,22,9,-3.0,3.0,1.0,1.0,0,0,0.2,0.06666666666666667,0,1,1,0
2010,6,12,3.0,35,4.0,34,14.0,9.0,6,0,0.5,1.5,1,2,12,8,2,0,3.0,0.5,0.5,2,4,2,6,6,0.09090909090909091,0.06569343065693431,-8.0,3.0,23,9,-6.0,6.0,2.3333333333333335,0.6666666666666666,0,0,0.3888888888888889,0.05555555555555555,0,0,1,0
2010,6,17,3.0,22,8.0,32,4.0,6.0,14,0,0.5,1.0,3,3,14,14,3,3,2.0,2.0,0.5,6,5,2,1,3,0.06976744186046512,0.05660377358490566,-6.0,-6.0,23,9,-3.0,3.0,0.6666666666666666,1.3333333333333333,0,0,0.047619047619047616,0.0784313725490196,0,1,0,1
2010,6,3,15.0,37,22.0,24,6.0,6.0,15,1,2.5,1.0,0,3,7,14,1,3,3.2,2.625,0.625,1,5,3,0,-12,0.0967741935483871,0.0410958904109589,-15.0,-15.0,23,9,9.0,-9.0,1.0,3.6666666666666665,0,0,0.06666666666666667,1.222222222222222,0,1,1,0
2010,6,4,15.0,30,26.0,28,4.0,6.0,13,0,2.5,1.0,0,1,7,14,1,3,3.0625,2.4444444444444446,0.6666666666666666,1,3,10,0,-9,0.08928571428571429,0.047244094488188976,5.0,-6.0,23,9,9.0,-9.0,0.6666666666666666,4.333333333333333,0,0,0.05128205128205128,1.0833333333333333,0,1,1,0
2010,6,20,0.0,41,4.0,5,17.0,15.0,1,1,0.0,2.5,4,0,12,7,2,1,3.8461538461538463,1.4285714285714286,2.0,5,2,3,8,19,0.0,0.1056338028169014,-8.0,5.0,23,10,-15.0,15.0,2.8333333333333335,0.6666666666666666,0,0,2.8333333333333335,0.03333333333333333,1,0,0,1
2010,6,2,15.0,39,25.0,4,28.0,12.0,7,0,2.5,2.0,0,2,7,12,1,2,3.75,2.4,1.4,0,4,7,3,-5,0.10204081632653061,0.10619469026548672,5.0,-8.0,24,10,3.0,-3.0,4.666666666666667,4.166666666666667,0,0,0.6666666666666667,2.0833333333333335,0,1,1,0
2010,6,11,9.0,13,12.0,35,4.0,3.0,12,0,1.5,0.5,1,1,9,14,0,3,3.3333333333333335,5.0,1.0,3,5,7,0,-1,0.10588235294117647,0.08571428571428572,3.0,-8.0,25,10,6.0,-6.0,0.6666666666666666,2.0,0,0,0.05555555555555555,0.18181818181818182,0,1,1,0
2010,6,5,9.0,12,6.0,22,8.0,3.0,17,0,1.5,0.5,2,3,7,13,1,2,2.0,1.5,0.5,1,4,5,2,-12,0.05921052631578947,0.06,3.0,-6.0,25,10,6.0,-6.0,1.3333333333333333,1.0,0,0,0.0784313725490196,0.2,0,1,1,0
2010,6,6,9.0,34,14.0,3,19.0,9.0,8,0,1.5,1.5,2,2,9,12,0,2,3.0,3.0,0.5,1,2,3,2,-2,0.06569343065693431,0.06474820143884892,-13.0,-11.0,25,10,0.0,0.0,3.1666666666666665,2.3333333333333335,0,0,0.3958333333333333,0.3888888888888889,0,1,1,0
2010,7,13,3.0,26,3.0,23,16.0,6.0,11,0,0.42857142857142855,0.8571428571428571,1,1,7,11,1,0,3.4,0.75,3.0,1,3,3,7,2,0.022058823529411766,0.05,-8.0,-5.0,26,10,-3.0,3.0,2.2857142857142856,0.42857142857142855,0,0,0.20779220779220778,0.03296703296703297,1,0,1,0
2010,7,6,6.0,32,6.0,19,2.0,0.0,19,0,0.8571428571428571,0.0,2,4,9,14,0,3,2.5,1.0,0.75,2,7,3,1,-13,0.06,0.0,2.0,-13.0,27,10,6.0,-6.0,0.2857142857142857,0.8571428571428571,0,0,0.015037593984962405,0.14285714285714285,0,1,1,0
2010,7,17,6.0,17,12.0,30,32.0,18.0,2,1,0.8571428571428571,2.5714285714285716,3,0,13,7,2,1,0.0,0.0,0.0,3,2,3,6,15,1.5,0.12,2.0,-23.0,27,10,-12.0,12.0,4.571428571428571,1.7142857142857142,0,0,2.2857142857142856,0.10084033613445377,0,0,0,1
2010,7,1,18.0,5,19.0,34,22.0,12.0,4,0,2.5714285714285716,1.7142857142857142,0,0,11,10,0,2,3.4,2.5,0.875,3,6,3,6,-3,0.11538461538461539,0.08695652173913043,6.0,3.0,28,10,6.0,-6.0,3.142857142857143,2.7142857142857144,0,0,0.7857142857142857,2.7142857142857144,0,1,1,0
2010,7,8,6.0,28,5.0,26,3.0,3.0,13,0,0.8571428571428571,0.42857142857142855,2,1,9,14,0,3,2.3636363636363638,1.5,1.0,4,4,3,0,-5,0.045112781954887216,0.02027027027027027,2.0,1.0,28,10,3.0,-3.0,0.42857142857142855,0.7142857142857143,0,0,0.03296703296703297,0.08928571428571429,0,1,0,0
2010,7,9,9.0,3,25.0,13,18.0,12.0,5,0,1.2857142857142858,1.7142857142857142,1,2,9,12,0,2,2.0,1.0,0.6,6,5,7,2,4,0.060810810810810814,0.13186813186813187,2.0,4.0,29,10,-3.0,3.0,2.5714285714285716,3.5714285714285716,0,0,0.5142857142857143,0.39682539682539686,0,1,0,1
2010,7,19,0.0,19,2.0,12,18.0,15.0,3,0,0.0,2.142857142857143,4,0,12,13,2,2,2.7777777777777777,2.0,1.0,2,8,0,1,16,0.0,0.1079136690647482,-12.0,3.0,30,10,-15.0,15.0,2.5714285714285716,0.2857142857142857,0,0,0.8571428571428572,0.015037593984962405,0,1,1,0
2010,7,11,6.0,23,16.0,32,6.0,6.0,6,1,0.8571428571428571,0.8571428571428571,1,2,14,14,3,3,3.3,1.5,1.6666666666666667,12,7,5,2,5,0.05504587155963303,0.056074766355140186,1.0,1.0,30,10,0.0,0.0,0.8571428571428571,2.2857142857142856,0,0,0.14285714285714285,0.20779220779220778,1,0,0,1
2010,7,10,9.0,24,10.0,22,16.0,6.0,15,0,1.2857142857142858,0.8571428571428571,1,3,8,12,0,2,2.6,2.3333333333333335,1.0,1,6,4,3,-5,0.0625,0.11764705882352941,3.0,2.0,30,10,3.0,-3.0,2.2857142857142856,1.4285714285714286,0,0,0.15238095238095237,0.14285714285714285,0,1,1,0
2010,7,6,6.0,32,6.0,28,5.0,6.0,8,0,0.8571428571428571,0.8571428571428571,2,2,11,14,0,3,2.2222222222222223,1.0,0.5,2,9,6,1,-2,0.0594059405940594,0.046875,1.0,2.0,31,10,0.0,0.0,0.7142857142857143,0.8571428571428571,0,0,0.08928571428571429,0.14285714285714285,0,1,1,0
2010,8,7,15.0,12,18.0,23,22.0,6.0,15,0,1.875,0.75,2,3,7,8,1,0,3.6,1.75,1.125,2,6,7,7,-8,0.09803921568627451,0.049586776859504134,4.0,2.0,32,10,9.0,-9.0,2.75,2.25,0,0,0.18333333333333332,0.32142857142857145,0,1,1,0
2010,8,17,6.0,22,17.0,19,8.0,3.0,19,1,0.75,0.375,3,4,13,14,2,3,1.2,0.6666666666666666,0.6666666666666666,7,10,4,1,-2,0.13636363636363635,0.02054794520547945,2.0,1.0,32,10,3.0,-3.0,1.0,2.125,0,0,0.05263157894736842,0.125,0,0,1,0
2010,8,20,0.0,41,4.0,24,12.0,12.0,12,0,0.0,1.5,4,1,10,13,2,2,2.8461538461538463,1.4,1.0,7,6,3,2,8,0.0,0.08163265306122448,-9.0,4.0,32,10,-12.0,12.0,1.5,0.5,0,0,0.125,0.025,0,1,0,1
2010,8,4,18.0,39,27.0,3,28.0,12.0,9,0,2.25,1.5,0,1,7,10,1,2,3.066666666666667,2.375,0.875,0,6,9,5,-5,0.12162162162162163,0.08571428571428572,5.0,4.0,32,10,6.0,-6.0,3.5,3.375,0,0,0.3888888888888889,0.84375,0,1,1,0
2010,8,14,6.0,26,19.0,17,13.0,6.0,18,0,0.75,0.75,3,4,7,4,1,2,0.0,0.0,0.0,1,3,6,2,-4,0.043795620437956206,2.0,-8.0,2.0,33,10,0.0,0.0,1.625,2.375,0,0,0.09027777777777778,0.16964285714285715,0,0,1,0
2010,8,2,21.0,30,35.0,4,28.0,12.0,6,0,2.625,1.5,0,2,7,10,1,2,3.272727272727273,2.25,1.0,2,6,16,3,-4,0.1242603550295858,0.10526315789473684,5.0,4.0,34,10,9.0,-9.0,3.5,4.375,0,0,0.5833333333333334,2.1875,0,1,1,0
2010,8,10,12.0,13,18.0,5,24.0,21.0,1,1,1.5,2.625,1,0,11,7,0,1,2.4444444444444446,0.8,1.6,3,2,10,10,9,0.13953488372093023,0.14685314685314685,3.0,6.0,34,10,-9.0,9.0,3.0,2.25,0,0,3.0,0.225,1,0,0,1
